category,to_geocode,google_maps_address,latitude,longitude,electricity_kwh_2014,electricity_kwh_2015,electricity_kwh_2016,electricity_kwh_2017,electricity_kwh_2018,gas_kwh_2014,gas_kwh_2015,gas_kwh_2016,gas_kwh_2017,gas_kwh_2018
Office Building,an bord pleanala Dublin 1 ireland,"64 Marlborough St, Rotunda, Dublin 1, D01 V902, Ireland",53.3527825,-6.2594723,466458.0,473763.0,488170.0,480063.0,523500.0,,,,,
Office Building,an cheim computer services ltd Dublin 8 ireland,,,,52913.0,58794.0,0.0,0.0,0.0,,,,,
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Co. Dublin ireland,,,,55023.52272727273,51435.0993939394,51695.454545454544,52940.78787878788,50504.66666666666,127684.11333333334,152752.7977777778,141952.14888888889,154352.0433333333,148510.5911111111
Office Building,an garda siochana Dublin 1 ireland,,,,158965.302,152138.194,148308.2,147212.014,147077.2,313380.5075,109724.2425,151446.2525,174850.2175,169423.3375
Office Building,an garda siochana Dublin 1 ireland,,,,158965.302,152138.194,148308.2,147212.014,147077.2,313380.5075,109724.2425,151446.2525,174850.2175,169423.3375
Office Building,an garda siochana Dublin 1 ireland,,,,158965.302,152138.194,148308.2,147212.014,147077.2,313380.5075,109724.2425,151446.2525,174850.2175,169423.3375
Office Building,an garda siochana Dublin 1 ireland,,,,158965.302,152138.194,148308.2,147212.014,147077.2,313380.5075,109724.2425,151446.2525,174850.2175,169423.3375
Office Building,an garda siochana Dublin 1 ireland,,,,158965.302,152138.194,148308.2,147212.014,147077.2,313380.5075,109724.2425,151446.2525,174850.2175,169423.3375
Office Building,an garda siochana Dublin 1 ireland,,,,158965.302,152138.194,148308.2,147212.014,147077.2,313380.5075,109724.2425,151446.2525,174850.2175,169423.3375
Office Building,an garda siochana Dublin 1 ireland,,,,158965.302,152138.194,148308.2,147212.014,147077.2,313380.5075,109724.2425,151446.2525,174850.2175,169423.3375
Office Building,an garda siochana Dublin 1 ireland,,,,158965.302,152138.194,148308.2,147212.014,147077.2,313380.5075,109724.2425,151446.2525,174850.2175,169423.3375
Office Building,an garda siochana Dublin 1 ireland,,,,158965.302,152138.194,148308.2,147212.014,147077.2,313380.5075,109724.2425,151446.2525,174850.2175,169423.3375
Office Building,an garda siochana Dublin 10 ireland,,,,171400.02,162150.03,170650.0,171150.0,160149.0,215339.87,233019.97,208598.32,210352.71,246238.78
Office Building,an garda siochana Dublin 10 ireland,,,,171400.02,162150.03,170650.0,171150.0,160149.0,215339.87,233019.97,208598.32,210352.71,246238.78
Office Building,an garda siochana Dublin 11 ireland,,,,236005.93,222378.415,216807.4,202923.655,222982.5,128098.43,166914.2,224528.095,209369.085,217000.005
Office Building,an garda siochana Dublin 11 ireland,,,,236005.93,222378.415,216807.4,202923.655,222982.5,128098.43,166914.2,224528.095,209369.085,217000.005
Office Building,an garda siochana Dublin 11 ireland,,,,236005.93,222378.415,216807.4,202923.655,222982.5,128098.43,166914.2,224528.095,209369.085,217000.005
Office Building,an garda siochana Dublin 11 ireland,,,,236005.93,222378.415,216807.4,202923.655,222982.5,128098.43,166914.2,224528.095,209369.085,217000.005
Office Building,an garda siochana Dublin 12 ireland,,,,75156.67333333334,73787.66666666667,28247.666666666668,27377.00333333333,25429.33333333333,40924.64333333333,49266.64,47364.32,39922.22,54175.92333333334
Office Building,an garda siochana Dublin 12 ireland,,,,75156.67333333334,73787.66666666667,28247.666666666668,27377.00333333333,25429.33333333333,40924.64333333333,49266.64,47364.32,39922.22,54175.92333333334
Office Building,an garda siochana Dublin 12 ireland,,,,75156.67333333334,73787.66666666667,28247.666666666668,27377.00333333333,25429.33333333333,40924.64333333333,49266.64,47364.32,39922.22,54175.92333333334
Office Building,an garda siochana Dublin 12 ireland,,,,75156.67333333334,73787.66666666667,28247.666666666668,27377.00333333333,25429.33333333333,40924.64333333333,49266.64,47364.32,39922.22,54175.92333333334
Office Building,an garda siochana Dublin 12 ireland,,,,75156.67333333334,73787.66666666667,28247.666666666668,27377.00333333333,25429.33333333333,40924.64333333333,49266.64,47364.32,39922.22,54175.92333333334
Office Building,an garda siochana Dublin 12 ireland,,,,75156.67333333334,73787.66666666667,28247.666666666668,27377.00333333333,25429.33333333333,40924.64333333333,49266.64,47364.32,39922.22,54175.92333333334
Office Building,an garda siochana Dublin 13 ireland,,,,40100.0,40099.99,36800.0,35950.0,35050.0,,,,,
Office Building,an garda siochana Dublin 14 ireland,,,,43721.26,58309.255,56177.25,56976.0025,59891.0,120388.14,51351.76,143362.98,158420.97,172642.8
Office Building,an garda siochana Dublin 14 ireland,,,,43721.26,58309.255,56177.25,56976.0025,59891.0,120388.14,51351.76,143362.98,158420.97,172642.8
Office Building,an garda siochana Dublin 14 ireland,,,,43721.26,58309.255,56177.25,56976.0025,59891.0,120388.14,51351.76,143362.98,158420.97,172642.8
Office Building,an garda siochana Dublin 14 ireland,,,,43721.26,58309.255,56177.25,56976.0025,59891.0,120388.14,51351.76,143362.98,158420.97,172642.8
Office Building,an garda siochana Dublin 14 ireland,,,,43721.26,58309.255,56177.25,56976.0025,59891.0,120388.14,51351.76,143362.98,158420.97,172642.8
Office Building,an garda siochana Dublin 15 ireland,"Blanchardstown, Co. Dublin, Ireland",53.3899239,-6.3809518,267943.38,245918.13,242509.19,235864.3,228116.0,168273.51,188918.49,162486.28,219992.39,241296.73
Office Building,an garda siochana Dublin 15 ireland,"Blanchardstown, Co. Dublin, Ireland",53.3899239,-6.3809518,267943.38,245918.13,242509.19,235864.3,228116.0,168273.51,188918.49,162486.28,219992.39,241296.73
Office Building,an garda siochana Dublin 16 ireland,,,,2896.51,2526.005,2025.5,1675.0,1435.0,,,,,
Office Building,an garda siochana Dublin 16 ireland,,,,2896.51,2526.005,2025.5,1675.0,1435.0,,,,,
Office Building,an garda siochana Dublin 18 ireland,,,,21237.51,19721.51,19120.5,19139.5,19784.0,12655.9625,16234.8725,12763.9775,13612.0825,13894.1825
Office Building,an garda siochana Dublin 18 ireland,,,,21237.51,19721.51,19120.5,19139.5,19784.0,12655.9625,16234.8725,12763.9775,13612.0825,13894.1825
Office Building,an garda siochana Dublin 18 ireland,,,,21237.51,19721.51,19120.5,19139.5,19784.0,12655.9625,16234.8725,12763.9775,13612.0825,13894.1825
Office Building,an garda siochana Dublin 18 ireland,,,,21237.51,19721.51,19120.5,19139.5,19784.0,12655.9625,16234.8725,12763.9775,13612.0825,13894.1825
Office Building,an garda siochana Dublin 18 ireland,,,,21237.51,19721.51,19120.5,19139.5,19784.0,12655.9625,16234.8725,12763.9775,13612.0825,13894.1825
Office Building,an garda siochana Dublin 2 ireland,,,,237469.25,214900.64,196789.03,193642.875,185194.0,511629.194,572817.084,535805.86,504619.03,537808.3
Office Building,an garda siochana Dublin 2 ireland,,,,237469.25,214900.64,196789.03,193642.875,185194.0,511629.194,572817.084,535805.86,504619.03,537808.3
Office Building,an garda siochana Dublin 2 ireland,,,,237469.25,214900.64,196789.03,193642.875,185194.0,511629.194,572817.084,535805.86,504619.03,537808.3
Office Building,an garda siochana Dublin 2 ireland,,,,237469.25,214900.64,196789.03,193642.875,185194.0,511629.194,572817.084,535805.86,504619.03,537808.3
Office Building,an garda siochana Dublin 2 ireland,,,,237469.25,214900.64,196789.03,193642.875,185194.0,511629.194,572817.084,535805.86,504619.03,537808.3
Office Building,an garda siochana Dublin 2 ireland,,,,237469.25,214900.64,196789.03,193642.875,185194.0,511629.194,572817.084,535805.86,504619.03,537808.3
Office Building,an garda siochana Dublin 2 ireland,,,,237469.25,214900.64,196789.03,193642.875,185194.0,511629.194,572817.084,535805.86,504619.03,537808.3
